Security Code,Security Id,Security Name,Group,Industry,Instrument
541436,IDFTP149RH,IDFC Fixed Term Plan - Series 149 - Regular Plan - Half Yearly Dividend Option,F , ,MF
541437,IDFTP149RP,IDFC Fixed Term Plan - Series 149 - Regular Plan - Periodic Dividend Option,F , ,MF
541438,IDFTP149DG,IDFC Fixed Term Plan - Series 149 - Direct Plan - Growth Option,F , ,MF
541439,IDFTP149DQ,IDFC Fixed Term Plan - Series 149 - Direct Plan - Quarterly Dividend Option,F , ,MF
541441,KTKFMP228RG,KOTAK FMP SERIES 228-1141 DAYS- REGULAR PLAN-GROWTH OPTION,F , ,MF
541442,KTKFMP228RD,KOTAK FMP SERIES 228-1141 DAYS- REGULAR PLAN-DIVIDEND OPTION,F , ,MF
541443,KTKFMP228DG,KOTAK FMP SERIES 228-1141 DAYS- DIRECT PLAN-GROWTH OPTION,F , ,MF
541444,PALMJEWELS,Palm Jewels Ltd,B ,Other Apparels & Accessories,Equity
541445,WAA,Waa Solar Ltd,M ,Other Elect.Equip./ Prod.,Equity
541450,ADANIGREEN,Adani Green Energy Ltd,A ,Heavy Electrical Equipment,Equity
541463,H1119D40DG,HDFC FMP 1119 DAYS JUNE 2018 (1) SERIES 40- DIRECT OPTION GROWTH OPTION,F , ,MF
541464,H1119D40DD,HDFC FMP 1119 DAYS JUNE 2018 (1) SERIES 40- DIRECT OPTION NORMAL DIVIDEND OPTION,F , ,MF
541465,H1119D40DQ,HDFC FMP 1119 DAYS JUNE 2018(1) SERIES 40 DIRECT OPTION QUARTERLY DIVIDEND OPTION,F , ,MF
541466,IPRU3116,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 days - Plan F - Cumulative Option,F , ,MF
541467,H1119D40RG,HDFC FMP 1119 DAYS JUNE 2018(1) SERIES 40 REGULAR OPTION GROWTH OPTION,F , ,MF
541468,IPRU3117,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 days - Plan F - Quarterly Dividend Option,F , ,MF
541469,H1119D40RD,HDFC FMP 1119 DAYS JUNE 2018(1) SERIES 40 REGULAR OPTION NORMAL DIVIDEND OPTION,F , ,MF
541470,H1119D40RQ,HDFC FMP 1119 DAYS JUNE 2018(1) SERIES 40 REGULAR OPTION QUARTERLY DIVIDEND OPTION,F , ,MF
541471,IPRU3118,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 days - Plan F - Half Yearly Dividend Option,F , ,MF
541472,IPRU9320,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 days - Plan F - Direct Plan Haif Yearly,F , ,MF
541476,IPRU9318,ICICI Prudential Fixed Maturity Plan Series 83 - 1105 days Plan F - Direct Plan - Cumulative Option,F , ,MF
541477,D36MS232RG,DSP FMP - Series 232-36M - Reg - Growth Mat Dt 08-Jun-2021,F , ,MF
541478,D36MS232RR,DSP FMP - Series 232-36M - Reg - IDCW - Reg Pay Mat Dt 08-Jun-2021,F , ,MF
541479,D36MS232DG,DSP FMP - Series 232-36M - Dir - Growth Mat Dt 08-Jun-2021,F , ,MF
541480,D36MS232DR,DSP FMP - Series 232-36M - Dir - IDCW - Reg Pay Mat Dt 08-Jun-2021,F , ,MF
541490,IPRU3121,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days - Plan H - Cumulative Option,F , ,MF
541491,IPRU3123,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days - Plan H - Half Yearly Dividend Option,F , ,MF
541492,IPRU9323,ICICI Prudential Fixed Maturity Plan-Series 83-1108 Days-Plan H-Direct Plan Cumulative Option,F , ,MF
541493,IPRU9324,ICICI Prudential Fixed Maturity Plan-Series 83-1108 Days-Plan H-Direct Plan Qtrly Dividend Option,F , ,MF
541494,IPRU9325,ICICI Pru Fixed Maturity Plan-Series 83-1108 Days-Plan H-Direct Plan Half Yearly Dividend Option,F , ,MF
541495,NXXXVII09X,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR9 DR DVP 26MY22,F , ,MF
541496,NXXXVII09Z,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR9 DR GWTH 26MY22,F , ,MF
541497,NXXXVII09D,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR9 RG DVP 26MY22,F , ,MF
541498,NXXXVII09G,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR9 RG GWTH 26MY22,F , ,MF
541499,SDFSC18GR,SBI DEBT FUND SERIES C - 18 - Regular Plan- Growth option,F , ,MF
541500,SDFSC18DR,SBI DEBT FUND SERIES C - 18 - Regular Plan- Dividend Payout option,F , ,MF
541501,SDFSC18GD,SBI DEBT FUND SERIES C - 18 - Direct Plan- Growth option,F , ,MF
541502,SDFSC18DD,SBI DEBT FUND SERIES C - 18 - Direct Plan- Dividend Payout option,F , ,MF
541503,UNICK,Unick Fix-A-Form And Printers Ltd,XT,Comm.Printing/Stationery,Equity
541504,KTKFMP230RG,Kotak FMP Series 230 - 1140 Days - Regular Plan - Growth Option,F , ,MF
541505,KTKFMP230DG,Kotak FMP Series 230 - 1140 Days - Direct Plan - Growth Option,F , ,MF
541506,KTKFMP230DD,Kotak FMP Series 230 - 1140 Days - Direct Plan - Dividend Payout  Option,F , ,MF
541511,H1113D41DG,HDFC FMP 1113D June 2018(1) Plan under HDFC Fixed Maturity Plans - Series 41 - Direct Plan -,F , ,MF
541512,H1113D41DQ,HDFC FMP 1113D June 2018(1) Plan under HDFC Fixed Maturity Plans - Series 41 - Direct Plan - Q,F , ,MF
541513,IPRU3113,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Cumulative Option,F , ,MF
541514,H1113D41RG,HDFC FMP 1113D June 2018(1) Plan under HDFC Fixed Maturity Plans - Series 41 - Regular Plan -,F , ,MF
541515,IPRU3114,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Quarterly Dividend Option,F , ,MF
541516,H1113D41RD,HDFC FMP 1113D June 2018(1) Plan under HDFC Fixed Maturity Plans - Series 41 - Regular Plan -,F , ,MF
541517,H1113D41RQ,HDFC FMP 1113D June 2018(1) Plan under HDFC Fixed Maturity Plans - Series 41 - Regular Plan - Quar,F , ,MF
541518,IPRU3115,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Half Yearly Dividend Option,F , ,MF
541519,IPRU9315,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Direct Plan - Cumulative Option,F , ,MF
541520,IPRU9316,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Direct Plan - Quarterly Dividend,F , ,MF
541521,IPRU9317,ICICI PRUDENTIAL Fixed Maturity Plan Series 83 - 1113 Days Plan E - Direct Plan - Half Yearly D,F , ,MF
541526,T55AA,TATA Fixed Maturity Plan  Series 55 Scheme A - Regular Plan - Dividend Payout Option,F , ,MF
541527,T55AB,TATA Fixed Maturity Plan  Series 55 Scheme A - Regular Plan - Growth Option,F , ,MF
541528,T55AC,TATA Fixed Maturity Plan  Series 55 Scheme A - Direct Plan - Dividend Payout Option,F , ,MF
541529,T55AD,TATA Fixed Maturity Plan  Series 55 Scheme A - Direct Plan - Growth Option,F , ,MF
541530,NXXXVII12Z,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR12 DR GWTH 08JL21,F , ,MF
541531,NXXXVII12D,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR12 RG DVP 08JL21,F , ,MF
541532,NXXXVII12G,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR12 RG GWTH 08JL21,F , ,MF
541533,D36MS233RG,DSP FMP - Series 233-36M - Reg - Growth Mat Dt 30-Jun-2021,F , ,MF
541534,D36MS233RR,DSP FMP - Series 233-36M - Reg - IDCW - Reg Pay Mat Dt 30-Jun-2021,F , ,MF
541535,D36MS233RQ,DSP FMP - Series 233-36M - Reg - IDCW - Qtrly Pay Mat Dt 30-Jun-2021,F , ,MF
541536,D36MS233DG,DSP FMP - Series 233-36M - Dir - Growth Mat Dt 30-Jun-2021,F , ,MF
541540,SOLARA,Solara Active Pharma Sciences Ltd,A ,Pharmaceuticals,Equity
541546,GAYAHWS,Gayatri Highways Ltd,B ,Construction & Engineering,Equity
541547,NXXXVII15Z,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR15 DR GWTH 08JL21,F , ,MF
541548,IPRU3126,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Cumulative Option,F , ,MF
541549,NXXXVII15D,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR15 RG DVP 08JL21,F , ,MF
541550,IPRU3127,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Quarterly Dividend Option,F , ,MF
541551,NXXXVII15G,NIPPON INDIA MUTUAL FUND  FXD HRZ FD XXXVII SR15 RG GWTH 08JL21,F , ,MF
541552,IPRU3128,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Half Yearly Dividend Option,F , ,MF
541553,IPRU9328,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Direct Plan Cumulative Option,F , ,MF
541554,IPRU9329,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Direct Plan Quarterly Dividend,F , ,MF
541555,IPRU9330,ICICI Prudential Fixed Maturity Plan Series 83 - 1392 Days - Plan J - Direct Plan Half Yearly Divide,F , ,MF
541556,RITES,RITES Ltd,A ,Construction & Engineering,Equity
541557,FINEORG,Fine Organic Industries Ltd,A ,Specialty Chemicals,Equity
541558,IPRU3134,ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Cumulative Option,F , ,MF
541559,IPRU9336,ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Direct Plan - Cumulativ,F , ,MF
541565,IDFTP152RH,IDFC FTP Sr 152- Regular Plan- Half yearly Dividend option,F , ,MF
541566,IDFTP152DG,IDFC FTP Sr 152- Direct Plan- Growth Option,F , ,MF
541567,IDFTP152RG,IDFC FTP Sr 152- Regular Plan- Growth Option,F , ,MF
541568,D36MS235RG,DSP FMP - Series 235-36M - Reg - Growth Mat Dt 30-Jun-2021,F , ,MF
541569,D36MS235RR,DSP FMP - Series 235-36M - Reg - IDCW - Reg Pay Mat Dt 30-Jun-2021,F , ,MF
541570,D36MS235RQ,DSP FMP - Series 235-36M - Reg - IDCW - Qtrly Pay Mat Dt 30-Jun-2021,F , ,MF
541571,D36MS235DG,DSP FMP - Series 235-36M - Dir - Growth Mat Dt 30-Jun-2021,F , ,MF
541572,KTKFMP232RG,KOTAK FMP Series 232-1137 Days - Regular Plan - Growth Option,F , ,MF
541573,KTKFMP232RD,KOTAK FMP Series 232-1137 Days - Regular Plan - Dividend Payout Option,F , ,MF
541574,KTKFMP232DG,KOTAK FMP Series 232-1137 Days - Direct Plan - Growth Option,F , ,MF
541575,IDFTP154RH,IDFC Fixed Term Plan - Series 154 - Regular Plan - Half Yearly Dividend,F , ,MF
541576,IDFTP154DG,IDFC Fixed Term Plan - Series 154 - Direct Plan - Growth,F , ,MF
541577,IDFTP154RG,IDFC Fixed Term Plan - Series 154 - Regular Plan - Growth,F , ,MF
541578,VARROC,Varroc Engineering Ltd,A ,Auto Parts & Equipment,Equity
541579,H1099D41DG,HDFC FMP 1099D June 2018 (1) Series 41 - Direct Option - Growth Option,F , ,MF
541580,H1099D41DD,HDFC FMP 1099D June 2018 (1) Series 41 - Direct Option - Normal Dividend Option,F , ,MF
541581,H1099D41DQ,HDFC FMP 1099D June 2018 (1)  Series 41 - Direct Option - Quarterly Dividend Payout Option,F , ,MF
541582,KTKFMP233RG,Kotak FMP Sr 233 - 1140 days - Regular Plan - Growth Option,F , ,MF
541583,KTKFMP233DG,Kotak FMP Sr 233 - 1140 days - Direct Plan - Growth Option,F , ,MF
541584,H1099D41RG,HDFC FMP 1099D June 2018 (1) Series 41 - Regular Option - Growth Option,F , ,MF
541585,KTKFMP233DD,Kotak FMP Sr 233 - 1140 days - Direct  Plan - Dividend Payout  Option,F , ,MF
541586,H1099D41RD,HDFC FMP 1099D June 2018 (1) Series 41 - Regular Option - Normal Dividend Payout Option,F , ,MF
541587,H1099D41RQ,HDFC FMP 1099D June 2018 (1) Series 41 - Regular Option - Quarterly Dividend Payout Option,F , ,MF
541588,NXXXVIII1Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 1 DR DVP 8JL21,F , ,MF
541589,NXXXVIII1X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 1 DR GROWTH 08JL21,F , ,MF
541590,NXXXVIII1G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 1 REG GROWTH 08JL21,F , ,MF
541591,T55BA,TATA Fixed Maturity Plan - Series 55 Scheme B - Regular Plan - Dividend Payout Option,F , ,MF
541592,T55BC,TATA Fixed Maturity Plan - Series 55 Scheme B - Direct Plan - Dividend Payout Option,F , ,MF
541593,T55BB,TATA Fixed Maturity Plan - Series 55 Scheme B - Regular Plan - Growth Option,F , ,MF
541594,T55BD,TATA Fixed Maturity Plan - Series 55 Scheme B - Direct Plan - Growth Option,F , ,MF
541595,H1124D41DG,HDFC FMP 1124D June 2018 (1) Series 41 - Direct Option  - Growth Option,F , ,MF
541596,H1124D41DD,HDFC FMP 1124D June 2018 (1) Series 41 - Direct Option  - Normal Dividend Payout Option,F , ,MF
541597,H1124D41DQ,HDFC FMP 1124D June 2018 (1) Series 41 - Direct Option  - Quarterly Dividend Payout Option,F , ,MF
541598,H1124D41RG,HDFC FMP 1124D June 2018 (1) Series 41 - Regular Option  - Growth Option,F , ,MF
541599,H1124D41RD,HDFC FMP 1124D June 2018 (1) Series 41 - Regular Option  - Normal Dividend Payout Option,F , ,MF
541600,H1124D41RQ,HDFC FMP 1124D June 2018 (1) Series 41 - Regular Option  - Quarterly Dividend Payout Option,F , ,MF
541601,RAJNISH,Rajnish Wellness Ltd,M ,Pharmaceuticals,Equity
541605,AXISWGDGG,AXIS Fixed Term Plan - Series 95 (1185 Days) - Direct Plan - Growth,F , ,MF
541606,AXISWGDQD,AXIS Fixed Term Plan-Series 95 (1185 Days)-Direct Plan- uarterly Dividend Payout Option,F , ,MF
541607,AXISWGGPG,AXIS Fixed Term Plan - Series 95 (1185 Days) - Regular  Plan - Growth,F , ,MF
541608,AXISWGHDD,AXIS Fixed Term Plan-Series 95(1185 Days)-Regular Plan-Half Yearly Dividend Payout Option,F , ,MF
541609,AXISWGQDD,AXIS Fixed Term Plan-Series 95(1185 Days)-Regular Plan-Quarterly Dividend Payout Option,F , ,MF
541610,AXISWGRDD,AXIS Fixed Term Plan-Series 95(1185 Days)-Regular Plan-Regular Dividend Payout Option,F , ,MF
541611,SDFSC19GR,SBI Debt Fund Series C-19 (1100 Days)  - Regular Plan - Growth,F , ,MF
541612,SDFSC19DR,SBI Debt Fund Series C-19 (1100 Days) - Regular Plan - Dividend Payout,F , ,MF
541613,SDFSC19GD,SBI Debt Fund Series C-19 (1100 Days)  - Direct  Plan - Growth,F , ,MF
541614,SDFSC19DD,SBI Debt Fund Series C-19 (1100 Days) - Direct Plan - Dividend Payout,F , ,MF
541615,H1122D41DG,HDFC FMP 1122D July 2018 (1) Series 41 - Direct Option - Growth Option,F , ,MF
541616,H1122D41DD,HDFC FMP 1122D July 2018 (1) Series 41 - Direct Option - Normal Dividend Payout Option,F , ,MF
541617,H1122D41DQ,HDFC FMP 1122D July 2018 (1) Series 41 - Direct Option - Quarterly Dividend Payout Option,F , ,MF
541618,H1122D41RG,HDFC FMP 1122D July 2018 (1) Series 41 - Regular  Option - Growth Option,F , ,MF
541619,H1122D41RD,HDFC FMP 1122D July 2018 (1) Series 41 - Regular  Option - Normal Dividend Payout Option,F , ,MF
541620,H1122D41RQ,HDFC FMP 1122D July 2018 (1) Series 41 - Regular  Option - Quarterly Dividend Payout Option,F , ,MF
541621,NXXXVIII3X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 3 DR DVP 14JL21,F , ,MF
541622,NXXXVIII3Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 3 DR GROWTH 14JL21,F , ,MF
541623,NXXXVIII3D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 3 RG DVP 14JL21,F , ,MF
541624,NXXXVIII3G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 3 REG GWTH 14JL21,F , ,MF
541625,IPRU3145,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 83-1100 DAYS-PLAN O-CUMULATIVE,F , ,MF
541626,IPRU9347,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 83-1100 DAYS-PLAN O-DIRECT PLAN CUMULATIVE,F , ,MF
541627,HITECHWIND,Hi-Tech Winding Systems Ltd,XT,Paper & Paper Products,Equity
541628,D36MS236RG,DSP FMP - Series 236-36M - Reg - Growth Mat Dt 29-Jul-2021,F , ,MF
541629,D36MS236RR,DSP FMP - Series 236-36M - Reg - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541630,D36MS236RQ,DSP FMP - Series 236-36M - Reg - IDCW - Qtrly Pay Mat Dt 29-Jul-2021,F , ,MF
541631,D36MS236DG,DSP FMP - Series 236-36M - Dir - Growth Mat Dt 29-Jul-2021,F , ,MF
541632,D36MS236DR,DSP FMP - Series 236-36M - Dir - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541633,STRAEXPO,Sophia Traexpo Ltd,XT,Paper & Paper Products,Equity
541634,RAWEDGE,Raw Edge Industrial Solutions Ltd,M ,Construction Materials,Equity
541635,NXXXVIII2X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 2 DR DVP 26MY22,F , ,MF
541636,NXXXVIII2Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 2 DR GROWTH 26MY22,F , ,MF
541637,NXXXVIII2D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 2 RG DVP 26MY22,F , ,MF
541638,NXXXVIII2G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIII SR 2 REG GROWTH 26MY22,F , ,MF
541639,NXXXVIII5X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIIISR5DR DVP 10AG21,F , ,MF
541640,NXXXVIII5Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIIISR5DR GWTH 10AG21,F , ,MF
541641,NXXXVIII5D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIIISR5RG DVP 10AG21,F , ,MF
541642,NXXXVIII5G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD  XXXVIIISR5RG GWTH 10AG21,F , ,MF
541643,IPRU3151,ICICI Prudential FMP Sr 83 - 1107 days- Plan Q -  Cumulative Option,F , ,MF
541644,IPRU9353,ICICI Prudential FMP Sr. 83 - 1107 days - Plan Q - Direct Plan - Cumulative Option,F , ,MF
541645,IDFTP156DG,IDFC FIXED TERM PLAN SERIES 156 DIRECT PLAN GROWTH,F , ,MF
541646,IDFTP156RG,IDFC FIXED TERM PLAN SERIES 156 REGULAR PLAN GROWTH,F , ,MF
541647,IDFTP156RQ,IDFC FIXED TERM PLAN SERIES 156 REGULAR PLAN QUARTERLY DIVIDEND,F , ,MF
541648,IDFTP156RP,IDFC FIXED TERM PLAN SERIES 156 REGULAR PLAN PERIODIC DIVIDEND,F , ,MF
541649,D36MS237RG,DSP FMP - Series 237-36M - Reg - Growth Mat Dt 29-Jul-2021,F , ,MF
541650,D36MS237RR,DSP FMP - Series 237-36M - Reg - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541651,D36MS237RQ,DSP FMP - Series 237-36M - Reg - IDCW - Qtrly Pay Mat Dt 29-Jul-2021,F , ,MF
541652,D36MS237DG,DSP FMP - Series 237-36M - Dir - Growth Mat Dt 29-Jul-2021,F , ,MF
541653,D36MS237DQ,DSP FMP - Series 237-36M - Dir - IDCW - Qtrly Pay Mat Dt 29-Jul-2021,F , ,MF
541654,IPRU3137,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Cumulative,F , ,MF
541655,IPRU3138,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Quarterly Dividend Payout,F , ,MF
541656,IPRU3139,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Half Yearly Dividend Payout,F , ,MF
541657,IPRU9339,ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M -  Direct Plan Cumulative,F , ,MF
541658,KTKFMP235RG,KOTAK FMP SERIES 235 - 1140 DAYS - REGULAR PLAN GROWTH OPTION,F , ,MF
541659,KTKFMP235RD,KOTAK FMP SERIES 235 - 1140 DAYS - REGULAR PLAN DIVIDEND OPTION,F , ,MF
541660,KTKFMP235DG,KOTAK FMP SERIES 235 - 1140 DAYS - DIRECT PLAN GROWTH OPTION,F , ,MF
541661,D36MS238RG,DSP FMP - Series 238-36M - Reg - Growth Mat Dt 29-Jul-2021,F , ,MF
541662,D36MS238RR,DSP FMP - Series 238-36M - Reg - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541663,D36MS238RQ,DSP FMP - Series 238-36M - Reg - IDCW - Qtrly Pay Mat Dt 29-Jul-2021,F , ,MF
541664,D36MS238DG,DSP FMP - Series 238-36M - Dir - Growth Mat Dt 29-Jul-2021,F , ,MF
541665,D36MS238DR,DSP FMP - Series 238-36M - Dir - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541666,D36MS239RG,DSP FMP - Series 239-36M - Reg - Growth Mat Dt 29-Jul-2021,F , ,MF
541667,D36MS239RR,DSP FMP - Series 239-36M - Reg - IDCW - Reg Pay Mat Dt 29-Jul-2021,F , ,MF
541668,D36MS239DG,DSP FMP - Series 239-36M - Dir - Growth Mat Dt 29-Jul-2021,F , ,MF
541669,KTKFMP234RG,KOTAK FMP Series 234 - 1162Days - Regular Plan - Growth Option,F , ,MF
541670,KTKFMP234RD,KOTAK FMP Series 234 - 1162Days - Regular Plan - Dividend Payout Option,F , ,MF
541671,KTKFMP234DG,KOTAK FMP Series 234 - 1162Days - Direct Plan - Growth Option,F , ,MF
541672,IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,B , ,Equity
541673,IPRU3144,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option,B , ,Equity
541674,IPRU9345,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option,B , ,Equity
541675,IPRU9346,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option,B , ,Equity
541676,TVF1D,Tata Vaue Fund Series 1 - Regular Plan - Dividend Payout Option,B , ,Equity
541677,TVF1DZ,Tata Vaue Fund Series 1 - Direct Plan - Dividend Payout Option,B , ,Equity
541678,TVF1G,Tata Vaue Fund Series 1 - Regular Plan - Growth Option,B , ,Equity
541679,TVF1GZ,Tata Vaue Fund Series 1 - Direct Plan - Growth Option,B , ,Equity
541680,IPRU3148,ICICI Prudential FMP Series 83-1735Days-Plan P - Cumulative Option,F , ,MF
541681,IPRU3149,ICICI Prudential FMP Series 83-1735Days-Plan P - Quarterly Dividend Payout Option,F , ,MF
541682,IPRU3150,ICICI Prudential FMP Series 83-1735Days-Plan P - Half Yearly Dividend Payout Option,F , ,MF
541683,IPRU9350,ICICI Prudential FMP Series 83-1735Days-Plan P -  Direct Plan - Cumulative Option,F , ,MF
541684,IPRU9351,ICICI Prudential FMP Series 83-1735Days-Plan P - Direct Plan - Quarterly Dividend Payout Option,F , ,MF
541685,SDFSC20GR,SBI Debt Fund Series C - 20 (1100 days) - Regular Plan Growth Option,F , ,MF
541686,SDFSC20DR,SBI Debt Fund Series C - 20 (1100 days) - Regular Plan Dividend Payout Option,F , ,MF
541687,IPRU3154,ICICI Prudential FMP Series 83-1100Days-Plan R - Cumulative Option,F , ,MF
541688,SDFSC20GD,SBI Debt Fund Series C - 20 (1100 days) - Direct Plan Growth Option,F , ,MF
541689,SDFSC20DD,SBI Debt Fund Series C - 20 (1100 days) - Direct Plan Dividend Payout Option,F , ,MF
541690,IPRU3155,ICICI Prudential FMP Series 83-1100Days-Plan R -  Quarterly Dividend Payout Option,F , ,MF
541691,IPRU9356,ICICI Prudential FMP - Series 83 - 1100Days  Plan R - Direct Plan - Cumulative Option,F , ,MF
541692,T55DA,TATA Fixed Maturity Plan  Series 55 - Scheme D - Regular Plan - Dividend Payout Option,F , ,MF
541693,T55DC,TATA Fixed Maturity Plan  Series 55 - Scheme D - Direct  Plan - Dividend Payout Option,F , ,MF
541694,T55DB,TATA Fixed Maturity Plan  Series 55 - Scheme D - Regular Plan -  Growth Option,F , ,MF
541695,T55DD,TATA Fixed Maturity Plan  Series 55 - Scheme D - Direct Plan - Growth Option,F , ,MF
541696,IDFTP159RG,IDFC Fixed Term Plan - Series 159 - Regular Plan - Growth Option,F , ,MF
541697,IDFTP159RP,IDFC Fixed Term Plan - Series 159 - Regular Plan - Periodic Dividend Option,F , ,MF
541698,IDFTP159RH,IDFC Fixed Term Plan - Series 159 - Regular Plan - Half Yearly Dividend Option,F , ,MF
541699,IDFTP159DG,IDFC Fixed Term Plan - Series 159 - Direct Plan - Growth Option,F , ,MF
541700,TCNSBRANDS,TCNS Clothing Co. Ltd,A ,Other Apparels & Accessories,Equity
541701,SUPERSHAKT,Supershakti Metaliks Ltd,M ,Iron & Steel Products,Equity
541702,ASHNI,Ashnisha Industries Ltd,XT,Comm.Trading  & Distribution,Equity
541703,GFIL,Ganesh Films India Ltd,M ,Specialty Retail,Equity
541704,NXXXVIII6Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVIII SR 6 DIR DVP 16AG21,F , ,MF
541705,NXXXVIII6X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVIII SR 6 DIR GROWTH 16AG21,F , ,MF
541706,NXXXVIII6D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVIII SR 6 REG DVP 16AG21,F , ,MF
541707,NXXXVIII6G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVIII SR 6 REG GROWTH 16AG21,F , ,MF
541708,H1133D41DG,HDFC FMP 1133D July 2018 (1) Series 41 - Direct Option - Growth Option,F , ,MF
541709,H1133D41DD,HDFC FMP 1133D July 2018 (1) Series 41 - Direct Option - Normal Dividend Option,F , ,MF
541710,H1133D41DQ,HDFC FMP 1133D July 2018 (1) Series 41 - Direct Option -  Quarterly Dividend Payout Option,F , ,MF
541711,H1133D41RG,HDFC FMP 1133D July 2018 (1) Series 41 - Regular Option - Growth Option,F , ,MF
541712,H1133D41RD,HDFC FMP 1133D July 2018 (1) Series 41 - Regular Option - Normal Dividend Payout Option,F , ,MF
541713,H1133D41RQ,HDFC FMP 1133D July 2018 (1) Series 41 - Regular Option - Quarterly Dividend Payout Option,F , ,MF
541718,T55EA,TATA Fixed Maturity Plan Series 55 Scheme E - Regular Plan - Dividend Payout Option,F , ,MF
541719,T55EC,TATA Fixed Maturity Plan Series 55 Scheme E - Direct Plan - Dividend Payout Option,F , ,MF
541720,T55EB,TATA Fixed Maturity Plan Series 55 Scheme E - Regular Plan - Growth Option,F , ,MF
541721,T55ED,TATA Fixed Maturity Plan Series 55 Scheme E -Direct Plan - Growth Option,F , ,MF
541722,KTKFMP237RG,KOTAK FMP SERIES 237-1186 DAYS-REGULAR PLAN-GROWTH OPTION,F , ,MF
