Security Code,Security Id,Security Name,Group,Industry,Instrument
502294,NILACHAL,NILACHAL REFRACTORIES LTD.,X ,Construction Materials,Equity
502330,ANDHRAPAP,Andhra Paper Ltd,B ,Paper & Paper Products,Equity
502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,A ,Auto Tyres & Rubber Products,Equity
502420,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,B ,Paper & Paper Products,Equity
502445,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,X ,Realty,Equity
502448,ROLLT,ROLLATAINERS LTD.,B ,Containers & Packaging,Equity
502450,SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,A ,Paper & Paper Products,Equity
502460,SOLIDCO,SOLID CONTAINERS LTD.,X ,Paper & Paper Products,Equity
502563,SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,Z ,Paper & Paper Products,Equity
502587,NATHIND,Nath Industries Ltd,X ,Paper & Paper Products,Equity
502589,VAPIPPR,VAPI PAPER MILLS LTD.,XT,Paper & Paper Products,Equity
502742,SINTEX,SINTEX INDUSTRIES LTD.,B ,Textiles,Equity
502820,DCM,DCM LTD.,B ,Other Industrial Products,Equity
502850,ZGAEKWAR,GAEKWAR MILLS LTD.,XT,Textiles,Equity
502865,FORBESCO,FORBES & COMPANY LTD.-$,B ,Industrial Machinery,Equity
502873,HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,X ,Textiles,Equity
502893,UNITEDINT,UNITED INTERACTIVE LTD.,XT,Internet Software & Services,Equity
502901,JAMSHRI,Jamshri Realty Ltd-$,X ,Textiles,Equity
502933,KATRSPG,KATARE SPINNING MILLS LTD.,XT,Textiles,Equity
502937,KESORAMIND,KESORAM INDUSTRIES LTD.,B ,Diversified,Equity
502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,X ,Textiles,Equity
502986,VTL,VARDHMAN TEXTILES LTD.,A ,Textiles,Equity
503015,MODERN,MODERN INDIA LTD.-$,X ,Comm.Trading  & Distribution,Equity
503031,PENINLAND,PENINSULA LAND LTD.,T ,Realty,Equity
503092,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,X ,Textiles,Equity
503100,PHOENIXLTD,The Phoenix Mills Ltd,A ,Realty,Equity
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,B ,Realty,Equity
503127,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,XT,Diversified,Equity
503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,X ,Textiles,Equity
503169,RUBYMILLS,RUBY MILLS LTD.,B ,Textiles,Equity
503229,SIMPLXREA,SIMPLEX REALTY LTD.,X ,Realty,Equity
503310,SWANENERGY,SWAN ENERGY LTD.,A ,Textiles,Equity
503349,VICTMILL,VICTORIA MILLS LTD.,X ,Textiles,Equity
503622,ZSVTRADI,S.V.TRADING & AGENCIES LTD.,XT,Other Financial Services,Equity
503624,ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,XT,Other Financial Services,Equity
503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,Y ,Other Financial Services,Equity
503635,SALSAIN,SHREE SALASAR INVESTMENT LTD.,XT,Other Financial Services,Equity
503639,INDSOYA,INDSOYA LTD.,P ,Misc.Commercial Services,Equity
503641,ZODIACVEN,Zodiac Ventures Limited,XT,Consulting Services,Equity
503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,X ,Electric Utilities,Equity
503659,SW1,SW Investments Ltd,XT,Misc.Commercial Services,Equity
503663,TILAK,Tilak Ventures Ltd,X ,Investment Companies,Equity
503669,KKFIN,K K Fincorp Limited,X ,Misc.Commercial Services,Equity
503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,XT,Other Financial Services,Equity
503675,WAGEND,Wagend Infra Venture Limited,X ,Misc.Commercial Services,Equity
503681,ELCIDIN,ELCID INVESTMENTS LTD.,XT,Misc.Commercial Services,Equity
503689,HEALINV,HEALTHY INVESTMENTS LTD.,XT,Misc.Commercial Services,Equity
503691,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,XT,Broadcasting & Cable TV,Equity
503696,SHRENTI,SHREENATH INVESTMENTS CO.LTD.,XT,Misc.Commercial Services,Equity
503722,BANSWRAS,BANSWARA SYNTEX LTD.-$,B ,Textiles,Equity
503772,MODWOOL,MODELLA WOOLLENS LTD.,X ,Comm.Trading  & Distribution,Equity
503776,MODIPON,MODIPON LTD.,X ,Agrochemicals,Equity
503804,SHRIDINE,SHRI DINESH MILLS LTD.-$,X ,Textiles,Equity
503806,SRF,SRF LTD.,A ,Diversified,Equity
503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,B ,Textiles,Equity
503816,SWADPOL,SWADESHI POLYTEX LTD.,XT,Textiles,Equity
503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,XT,Textiles,Equity
503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,XT,Textiles,Equity
503893,ZSATYASL,SATYAM SILK MILLS LTD.,P ,Other Financial Services,Equity
503960,BBL,BHARAT BIJLEE LTD.-$,A ,Other Elect.Equip./ Prod.,Equity
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,X ,Other Elect.Equip./ Prod.,Equity
504008,EMCO,EMCO LTD.-$,Z ,Heavy Electrical Equipment,Equity
504028,GEE,GEE LTD.,X ,Other Industrial Goods,Equity
504036,HIRECT,HIND RECTIFIERS LTD.,B ,Electronic Components,Equity
504058,NIPPOBATRY,INDO-NATIONAL LTD.,B ,Non-Durable Household Prod.,Equity
504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,A ,IT Consulting & Software,Equity
504076,JYOTI,JYOTI LTD.-$,X ,Heavy Electrical Equipment,Equity
504080,JSLINDL,JSL INDUSTRIES LTD.,XT,Other Elect.Equip./ Prod.,Equity
504084,KAYCEEI,KAYCEE INDUSTRIES LTD.,X ,Other Elect.Equip./ Prod.,Equity
504092,INDOKEM,INDOKEM LTD.,X ,Specialty Chemicals,Equity
504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,X ,Non-Durable Household Prod.,Equity
504112,NELCO,NELCO LTD.,A ,IT Networking Equipment,Equity
504132,PERMAGN,PERMANENT MAGNETS LTD.-$,X ,Other Industrial Goods,Equity
504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,X ,Non-Durable Household Prod.,Equity
504180,STDBAT,STANDARD BATTERIES LTD.,X ,Finance (including NBFCs),Equity
504212,UNIVCABLES,UNIVERSAL CABLES LTD.,B ,Other Elect.Equip./ Prod.,Equity
504220,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,T ,Industrial Machinery,Equity
504240,DLTNCBL,DELTON CABLES LTD.,X ,Other Elect.Equip./ Prod.,Equity
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,X ,Other Elect.Equip./ Prod.,Equity
504273,MODULEX,Modulex Construction Technologies Ltd,XT,Construction & Engineering,Equity
504286,DELTAMAGNT,Delta Manufacturing Ltd,B ,Other Elect.Equip./ Prod.,Equity
504335,PAZEL,Pazel International Ltd,XT,Comm.Trading  & Distribution,Equity
504340,CONFINT,Confidence Finance And Trading Limited,X ,Other Financial Services,Equity
504341,RELTD,Ravindra Energy Ltd,X ,Other Financial Services,Equity
504346,GDTRAGN,G.D.TRADING & AGENCIES LTD.,P ,Other Financial Services,Equity
504356,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.,XT,Misc.Commercial Services,Equity
504365,RIDHISYN,RIDHI SYNTHETICS LTD.,P ,Other Financial Services,Equity
504375,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,P ,IT Consulting & Software,Equity
504378,NYSSACORP,Nyssa Corporation Limited,XT,Comm.Trading  & Distribution,Equity
504380,FLOMIC,Flomic Global Logistics Ltd,XT,Comm.Trading  & Distribution,Equity
504392,KRISHNA,Krishna Ventures Limited,XT,Other Financial Services,Equity
504397,GANHOLD,GANESH HOLDINGS LTD.,XT,Misc.Commercial Services,Equity
504398,SJCORP,SJ CORPORATION LTD.,X ,Other Apparels & Accessories,Equity
504605,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,X ,Iron & Steel Products,Equity
504614,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,B ,Iron & Steel/Interm.Products,Equity
504643,BWLLTD,BWL LTD.,Y ,Iron & Steel Products,Equity
504646,BGWTATO,BHAGWATI AUTOCAST LTD.,X ,Auto Parts & Equipment,Equity
504648,BOMBWIR,BOMBAY WIRE ROPES LTD.,XT,Iron & Steel Products,Equity
504671,CHASBRT,CHASE BRIGHT STEEL LTD.,Y ,Iron & Steel/Interm.Products,Equity
504673,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM LTD.,XT,Aluminium,Equity
504697,GALADA,GALADA POWER & TELECOMMUNICATION LTD.,Z ,Other Elect.Equip./ Prod.,Equity
504717,STRIPMT,STEEL STRIPS LTD.,XT,Iron & Steel/Interm.Products,Equity
504731,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,XT,Iron & Steel/Interm.Products,Equity
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,A ,Cement & Cement Products,Equity
504746,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,P ,Other Industrial Products,Equity
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,X ,Other Industrial Products,Equity
504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,X ,BPO/KPO,Equity
504840,KAIRA,KAIRA CAN CO.LTD.,X ,Containers & Packaging,Equity
504879,ORIENTABRA,ORIENT ABRASIVES LTD.-$,B ,Other Industrial Products,Equity
504882,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,X ,Realty,Equity
504908,DUNCANENG,Duncan Engineering Ltd-$,X ,Auto Parts & Equipment,Equity
504918,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,X ,Mining,Equity
504959,STOVACQ,STOVEC INDUSTRIES LTD.,X ,Industrial Machinery,Equity
504961,TATAYODOGA,TAYO ROLLS LTD.-$,X ,Iron & Steel/Interm.Products,Equity
504966,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,A ,Containers & Packaging,Equity
504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,A ,Holding Companies,Equity
504988,ZWELCAST,WELCAST STEELS LTD.,XT,Other Industrial Products,Equity
504998,WMINIMT,WESTERN MINISTIL LTD.,P ,Iron & Steel/Interm.Products,Equity
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,A ,Auto Parts & Equipment,Equity
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,X ,Auto Parts & Equipment,Equity
505075,SETCO,SETCO AUTOMOTIVE LTD.,B ,Auto Parts & Equipment,Equity
505141,SCOOTER,SCOOTERS INDIA LTD.,T ,2/3 Wheelers,Equity
505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,B ,Auto Parts & Equipment,Equity
505163,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,X ,Auto Parts & Equipment,Equity
505192,SMLISUZU,SML ISUZU LIMITED,A ,Commercial Vehicles,Equity
505196,TIL,TIL LTD.,T ,Transport Related Services,Equity
505200,EICHERMOT,EICHER MOTORS LTD.,A ,2/3 Wheelers,Equity
505212,JAINEX,JAINEX AAMCOL LTD.,XT,Auto Parts & Equipment,Equity
505216,ALFREDHE,ALFRED HERBERT (INDIA) LTD.,X ,Finance (including NBFCs),Equity
505232,VELJAN,Veljan Denison Limited,X ,Auto Parts & Equipment,Equity
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,B ,Industrial Machinery,Equity
505250,GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,X ,Industrial Machinery,Equity
505255,GMM,GMM PFAUDLER LTD.,A ,Industrial Machinery,Equity
505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,X ,Industrial Machinery,Equity
505285,TULIVE,Tulive Developers Limited,XT,Other Industrial Goods,Equity
505299,KPT,KPT Industries Ltd,X ,Industrial Machinery,Equity
505320,LYNMC,LYNX MACHINERY & COMMERCIALS LTD.,X ,Industrial Machinery,Equity
505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,B ,Industrial Machinery,Equity
505336,MIRCH,Mirch Technologies (India) Ltd,XT,Industrial Machinery,Equity
505355,NESCO,NESCO LTD.,A ,Misc.Commercial Services,Equity
505358,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,X ,Industrial Machinery,Equity
505368,REVATHI,REVATHI EQUIPMENT LTD.-$,B ,Industrial Machinery,Equity
505400,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,B ,Realty,Equity
505412,WENDT,WENDT (INDIA) LTD.,B ,Industrial Machinery,Equity
505504,SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.,P ,IT Consulting & Software,Equity
505509,RESPONIND,RESPONSIVE INDUSTRIES LTD.,A ,Furniture-Furnishing-Paints,Equity
505515,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,XT,Other Financial Services,Equity
505520,ZHEMHOLD,HEM HOLDINGS & TRADING LTD.,Y ,Misc.Commercial Services,Equity
505523,MAHACORP,MAHARASHTRA CORPORATION LTD.,X ,Comm.Trading  & Distribution,Equity
505526,DOLAT,DOLAT INVESTMENTS LTD.,B ,Other Financial Services,Equity
505533,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,A ,Restaurants,Equity
505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,A ,Broadcasting & Cable TV,Equity
505576,GOLDCORP,Goldcrest Corporation Limited,X ,Finance (including NBFCs),Equity
505585,ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.,XT,Misc.Commercial Services,Equity
505590,SVPGLOB,SVP GLOBAL VENTURES LTD.,X ,Textiles,Equity
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,XT,Misc.Commercial Services,Equity
505650,SKYLMILAR,SKYLINE MILLARS LTD.,X ,Commercial Vehicles,Equity
505658,REMIPRO,REMI PROCESS PLANT & MACHINERY LTD.,XT,Industrial Machinery,Equity
505681,BIMETAL,BIMETAL BEARINGS LTD.-$,X ,Auto Parts & Equipment,Equity
505685,TAPARIA,TAPARIA TOOLS LTD.,XT,Iron & Steel Products,Equity
505688,BHARATGEAR,BHARAT GEARS LTD.,B ,Auto Parts & Equipment,Equity
505690,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,X ,Commercial Vehicles,Equity
505693,LATIMMETAL,La Tim Metal & Industries Ltd,X ,Other Industrial Goods,Equity
505700,ELECON,ELECON ENGINEERING CO.LTD.,B ,Industrial Machinery,Equity
505703,DECANBRG,DECCAN BEARINGS LTD.,XT,Industrial Machinery,Equity
505710,GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,X ,Commodity Chemicals,Equity
505711,GAJRA,GAJRA BEVEL GEARS LTD.-$,XT,Auto Parts & Equipment,Equity
505712,HIMTEK,Him Teknoforge Ltd,X ,Auto Parts & Equipment,Equity
505714,GABRIEL,GABRIEL INDIA LTD.-$,A ,Auto Parts & Equipment,Equity
505720,HERCULES,HERCULES HOISTS LTD.,B ,Industrial Machinery,Equity
505725,HINDEVER,HINDUSTAN EVEREST TOOLS LTD.,XT,Other Industrial Goods,Equity
505726,IFBIND,IFB INDUSTRIES LTD.,A ,Household Appliances,Equity
505729,SINGER,SINGER INDIA LTD.,X ,Household Appliances,Equity
505737,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,X ,Industrial Machinery,Equity
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,A ,Auto Parts & Equipment,Equity
505750,JOSTS,JOST&#39,Active,INE636D01025,Industrial Machinery,Equity
505790,SCHAEFFLER,Schaeffler India Ltd,A ,Industrial Machinery,Equity
505800,RANEHOLDIN,RANE HOLDINGS LTD.,A ,Auto Parts & Equipment,Equity
505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.,P ,Other Industrial Products,Equity
505827,SNL,SNL BEARINGS LTD.,X ,Other Industrial Goods,Equity
505840,JAIPAN,JAIPAN INDUSTRIES LTD.,XT,Household Appliances,Equity
505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,X ,Finance (including NBFCs),Equity
505854,TRF,TRF LTD.-$,B ,Industrial Machinery,Equity
505872,WPIL,WPIL LTD.,X ,Industrial Machinery,Equity
505890,KENNAMET,KENNAMETAL INDIA LTD.-$,A ,Industrial Machinery,Equity
505893,HINDHARD,Hindustan Hardy Ltd,X ,Auto Parts & Equipment,Equity
505978,TRITONV,TRITON VALVES LTD.,X ,Auto Parts & Equipment,Equity
506003,SUDAI,SUDAL INDUSTRIES LTD.,X ,Aluminium,Equity
506022,PRAKASH,PRAKASH INDUSTRIES LTD.,A ,Iron & Steel/Interm.Products,Equity
506024,HVL,Hariyana Ventures Ltd,ZP,Iron & Steel/Interm.Products,Equity
506042,ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,P ,Iron & Steel/Interm.Products,Equity
506074,ARSHIYA,Arshiya Limited,B ,Transportation - Logistics,Equity
506076,GRINDWELL,GRINDWELL NORTON LTD.-$,A ,Other Industrial Products,Equity
506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Z ,Iron & Steel Products,Equity
506105,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,X ,Investment Companies,Equity
506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,B ,IT Software Products,Equity
506120,ALNATRD,ALNA TRADING & EXPORTS LTD.,P ,Comm.Trading  & Distribution,Equity
506122,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,X ,Auto Parts & Equipment,Equity
506128,PARNAXLAB,PARNAX LAB LTD.,XT,Pharmaceuticals,Equity
506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,XT,Plastic Products,Equity
506146,VIVIDHA,VISAGAR POLYTEX LTD.,B ,Textiles,Equity
506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,XT,Finance (including NBFCs),Equity
506162,TERRAFORM,TERRAFORM MAGNUM LTD.,P ,Other Financial Services,Equity
506166,APIS,APIS INDIA LTD.,XT,Other Food Products,Equity
506178,ZKHATAUE,KHATAU EXIM LTD.,XT,Comm.Trading  & Distribution,Equity
506180,EMERGENT,Emergent Industrial Solutions Ltd,XT,Comm.Trading  & Distribution,Equity
506184,KANANIIND,KANANI INDUSTRIES LTD.,B ,Other Apparels & Accessories,Equity
506186,GCKL,Galaxy Cloud Kitchens Ltd-$,XT,Packaged Foods,Equity
506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,XT,Misc.Commercial Services,Equity
506194,ASL,Arihant Superstructures Limited,T ,Realty,Equity
506196,VIKSHEN,VIKSIT ENGINEERING LTD.,XT,Comm.Trading  & Distribution,Equity
506197,BLISSGVS,BLISS GVS PHARMA LTD.,A ,Pharmaceuticals,Equity
506222,INEOSSTYRO,INEOS Styrolution India Ltd,B ,Specialty Chemicals,Equity
506235,ALEMBICLTD,ALEMBIC LTD.,A ,Pharmaceuticals,Equity
506248,AMNPLST,AMINES & PLASTICIZERS LTD.,X ,Commodity Chemicals,Equity
506260,ANUHPHR,ANUH PHARMA LTD.,X ,Pharmaceuticals,Equity
506261,MODISNME,MODISON METALS LTD.-$,B ,Other Elect.Equip./ Prod.,Equity
506285,BAYERCROP,BAYER CROPSCIENCE LTD.,A ,Agrochemicals,Equity
506313,SASHWAT,Sashwat Technocrats Limited,P ,Construction Materials,Equity
506365,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,XT,Pharmaceuticals,Equity
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,A ,Specialty Chemicals,Equity
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,A ,Fertilizers,Equity
506401,DEEPAKNI,DEEPAK NITRITE LTD.-$,A ,Commodity Chemicals,Equity
506405,DHARAMSI,DHARAMSI MORARJI CHEMICAL CO.LTD.,X ,Specialty Chemicals,Equity
506414,FERMENTA,Fermenta Biotech Ltd,X ,Pharmaceuticals,Equity
506480,GOCLCORP,GOCL Corporation Ltd-$,B ,Oil Marketing & Distribution,Equity
506520,JAYCH,JAYSHREE CHEMICALS LTD.,XT,Commodity Chemicals,Equity
506522,JLMORI,J.L.MORISON (INDIA) LTD.,X ,Personal Products,Equity
506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,B ,Commodity Chemicals,Equity
506528,KELENRG,KELTECH ENERGIES LTD.,X ,Specialty Chemicals,Equity
506530,KEMP,KEMP & COMPANY LTD.,X ,Containers & Packaging,Equity
506532,NITTAGELA,NITTA GELATIN INDIA LTD.-$,X ,Specialty Chemicals,Equity
506543,MPAGI,M.P.AGRO INDUSTRIES LTD.,XT,Fertilizers,Equity
506579,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,A ,Commodity Chemicals,Equity
506590,PHILIPCARB,PHILLIPS CARBON BLACK LTD.,A ,Carbon Black,Equity
506597,AMAL,AMAL LTD.,X ,Specialty Chemicals,Equity
506605,POLYCHEM,POLYCHEM LTD.,X ,Commodity Chemicals,Equity
506618,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,B ,Agrochemicals,Equity
506640,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,XT,Commodity Chemicals,Equity
506642,SADHNANIQ,SADHANA NITROCHEM LTD.,X ,Commodity Chemicals,Equity
506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,A ,Specialty Chemicals,Equity
506685,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$,X ,Specialty Chemicals,Equity
506687,TRANSPEK,TRANSPEK INDUSTRY LTD.-$,X ,Commodity Chemicals,Equity
506690,UNICHEMLAB,UNICHEM LABORATORIES LTD.,A ,Pharmaceuticals,Equity
506734,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,X ,Commodity Chemicals,Equity
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,A ,Specialty Chemicals,Equity
506808,TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,X ,Commodity Chemicals,Equity
506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,A ,Pharmaceuticals,Equity
506852,PACL,PUNJAB ALKALIES & CHEMICALS LTD.,X ,Commodity Chemicals,Equity
506854,TANFACIND,TANFAC INDUSTRIES LTD.-$,X ,Commodity Chemicals,Equity
506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.,XT,Fibres & Plastics,Equity
506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO.LTD.,X ,Containers & Packaging,Equity
506867,MASCH,MASTER CHEMICALS LTD.,XT,Textiles,Equity
506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,X ,Pharmaceuticals,Equity
506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.,X ,Specialty Chemicals,Equity
506919,MAKERSL,MAKERS LABORATORIES LTD.-$,X ,Pharmaceuticals,Equity
506935,CONTCHM,CONTINENTAL CHEMICALS LTD.,XT,IT Software Products,Equity
506943,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,A ,Pharmaceuticals,Equity
506945,IGLFXPL-B,INDO GULF INDUSTRIES LTD.,P ,Specialty Chemicals,Equity
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,P ,Commodity Chemicals,Equity
506975,RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.,P ,Textiles,Equity
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,X ,Textiles,Equity
507155,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,XT,Breweries & Distilleries,Equity
507180,KESARENT,KESAR ENTERPRISES LTD.-$,X ,Sugar,Equity
507205,TI,TILAKNAGAR INDUSTRIES LTD.-$,B ,Breweries & Distilleries,Equity
507265,EMERALL,Emerald Leisures Ltd,XT,Other Leisure Facilities,Equity
507300,RAVALSUGAR,RAVALGAON SUGAR FARM LTD.,XT,Sugar,Equity
507315,SAKHTISUG,SAKTHI SUGARS LTD.,T ,Sugar,Equity
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,B ,Diversified,Equity
507435,KHODAY,KHODAY INDIA LTD.-$,XT,Breweries & Distilleries,Equity
507438,IFBAGRO,IFB AGRO INDUSTRIES LTD.,B ,Breweries & Distilleries,Equity
507442,DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.,B ,Sugar,Equity
507450,THIRUSUGAR,THIRU AROORAN SUGARS LTD.,Z ,Sugar,Equity
507474,KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.,X ,Other Food Products,Equity
507486,CAPRO,CAPROLACTAM CHEMICALS LTD.,XT,Commodity Chemicals,Equity
507488,GMBREW,G.M.BREWERIES LTD.,B ,Breweries & Distilleries,Equity
507490,RANASUG,RANA SUGARS LTD.,B ,Sugar,Equity
507498,PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,XT,Sugar,Equity
507508,RIGASUG,RIGA SUGAR COMPANY LTD.-$,X ,Sugar,Equity
507514,SDBL,SOM DISTILLERIES & BREWERIES LTD.,B ,Breweries & Distilleries,Equity
507515,CJGEL,C.J.GELATINE PRODUCTS LTD.,XT,Specialty Chemicals,Equity
507522,MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$,Z ,Breweries & Distilleries,Equity
507525,AMRITCORP,AMRIT CORP.LTD.-$,X ,Packaged Foods,Equity
507526,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.,B ,Breweries & Distilleries,Equity
507543,CORAGRO,COROMANDEL AGRO PRODUCTS & OILS LTD.,P ,Edible Oils,Equity
507552,FOODSIN,FOODS & INNS LTD.,X ,Other Food Products,Equity
507580,IVP,IVP LTD.,B ,Commodity Chemicals,Equity
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,X ,Other Food Products,Equity
507609,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,XT,Other Agricultural Products,Equity
507621,MLKFOOD,MILKFOOD LTD.,X ,Packaged Foods,Equity
507645,POLSON,POLSON LTD.,X ,Specialty Chemicals,Equity
507663,SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,P ,Edible Oils,Equity
507685,WIPRO,WIPRO LTD.,A ,IT Consulting & Software,Equity
507690,ORIBEVER,ORIENT BEVERAGES LTD.,X ,Non-alcoholic Beverages,Equity
507717,DHANUKA,DHANUKA AGRITECH LTD.,A ,Agrochemicals,Equity
507747,TTKHEALTH,TTK HEALTHCARE LTD.-$,B ,Pharmaceuticals,Equity
507753,TGVSL,TGV Sraac Ltd,X ,Commodity Chemicals,Equity
507759,LIMECHM,LIME CHEMICALS LTD.,X ,Commodity Chemicals,Equity
507779,KANPRPLA,KANPUR PLASTIPACK LTD.,B ,Containers & Packaging,Equity
507785,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,B ,Plastic Products,Equity
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,B ,Pharmaceuticals,Equity
507794,KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.,B ,Fertilizers,Equity
507808,UNTTEMI,UNITED LEASING & INDUSTRIES LTD.,P ,Textiles,Equity
507815,GILLETTE,GILLETTE INDIA LTD.,A ,Personal Products,Equity
507817,WIREFABR,WIRES & FABRIKS (SA) LTD.,X ,Textiles,Equity
507828,ANSALHSG,Ansal Housing Ltd-$,B ,Realty,Equity
